year	numSeeds	infectedNodes
2005	70	{"2072___similar way":[],"6363___experimental results":[],"4763___activation function":[],"2061___bam neural networks":[],"154___mathematical optimization":[],"10217___global asymptotic stability":[],"7588___widely used standards":[],"146___particle swarm optimization":[],"8068___related topics":[],"9682___problem domain":[],"10218___linear matrix inequality":[],"5160___nonuniform lighting conditions":[],"7584___methods proposed":[],"7586___knowledge representation":[],"6372___wide applicability":[],"4768___neural network simulation":[],"6073___convex optimization":[],"7578___aware version":[],"7542___discrete-time":[],"5328___swarm robotics":[],"8371___statistics":[],"8156___gaussian approximation":[],"6042___neural networks":[],"150___simulation":[],"8152___transmitting antennas":[],"6040___periodic solutions":[],"6368___synthetic mri":[],"8154___receiving antennas":[],"145___benchmark (computing)":[],"5345___radio resources":[],"2071___human eyes sensing":[],"2074___adaptive enhancement":[],"8378___probability distribution":[],"7573___ontology building":[],"7576___usable methodologies":[],"6074___lyapunov method":[],"9686___face recognition":[],"2346___recurrent neural network":[],"781___random variables":[],"2078___visual quality":[],"782___bayesian methods":[],"2348___lyapunov fractal":[],"6374___cluster groups":[],"148___evolutionary computation":[],"9685___face images":[],"8376___state estimation":[],"2076___tone frequency components":[],"6364___algorithm finds":[],"2345___artificial neural network":[],"788___inference algorithms":[],"784___monte carlo methods":[],"6366___user specified number":[],"10659___equilibrium point":[],"786___sliding mode control":[],"5346___coordinated management":[],"7574___semantic web":[],"8375___mathematics":[],"7580___world wide web":[],"2350___social inequality":[],"2062___exponential stability":[],"8067___volume brings":[],"7582___making available large":[],"8151___mimo":[],"9681___scalability":[],"3085___cellular neural networks":[],"3086___global exponential stability":[],"2092___digital images captured":[],"6156___algorithm":[],"6370___satellite images":[],"152___genetic algorithm":[]}
2006	5	{"4139___global exponential stability":[],"6128___lyapunov–krasovskii functional":[],"5927___global asymptotic stability":[],"5845___stochastic systems":[],"1385___linear matrix inequality":["6130___discrete and distributed delays","5338___numerical analysis","5802___distributed delays","1388___sufficient conditions","11038___uncertain systems","11032___hopfield neural networks","5846___time delays","1386___computationally efficient","2552___lyapunov fractal"]}
2006	10	{"5338___numerical analysis":["1241___artificial neural network"],"4139___global exponential stability":["4140___neural networks"],"6728___variational principle":[],"11038___uncertain systems":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":[],"6730___gradient":[],"5845___stochastic systems":[],"1385___linear matrix inequality":["6130___discrete and distributed delays","10367___discrete delays","5802___distributed delays","1388___sufficient conditions","5846___time delays","1386___computationally efficient","2552___lyapunov fractal"]}
2006	20	{"6130___discrete and distributed delays":[],"11038___uncertain systems":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":[],"10182___delicate anatomical structures":[],"6734___computation":[],"1385___linear matrix inequality":["5802___distributed delays","1388___sufficient conditions","5846___time delays","1386___computationally efficient","2552___lyapunov fractal"],"5338___numerical analysis":[],"10184___paper refers":[],"4139___global exponential stability":["2357___cohen–grossberg neural network","1242___time-varying delays","1243___periodic solution","4140___neural networks"],"6728___variational principle":[],"6727___hessian":[],"10178___tiny space":[],"6736___experiment":[],"6730___gradient":[],"10180___strongly challenging":[],"5845___stochastic systems":[],"10175___arachnoid spinal space":[],"10176___biomedical application":[]}
2006	61	{"6130___discrete and distributed delays":[],"223___paper presents":[],"5802___distributed delays":[],"4803___lyapunov function":[],"4806___feedback control":[],"4486___ontology learning ":[],"6128___lyapunov–krasovskii functional":[],"11032___hopfield neural networks":[],"5927___global asymptotic stability":[],"133___particle swarm optimization":[],"10182___delicate anatomical structures":[],"9848___feature vector":[],"1385___linear matrix inequality":[],"4810___lower average":[],"6651___compliant information systems":[],"6728___variational principle":[],"1243___periodic solution":[],"10178___tiny space":[],"6730___gradient":[],"4827___34d40":[],"4812___upper average":[],"4804___globally asymptotic stability":[],"4828___primary 34c05":[],"1968___search engines":[],"4140___neural networks":[],"10236___optimization problem":[],"1967___ontology libraries":[],"9396___cognitive radio":[],"1388___sufficient conditions":[],"4808___permanence":[],"10176___biomedical application":[],"6656___currently different standards":[],"1242___time-varying delays":[],"11020___linear discriminant analysis":[],"11038___uncertain systems":[],"9847___finite-state machine":[],"5846___time delays":[],"6164___machine learning":[],"6734___computation":[],"2552___lyapunov fractal":[],"6652___information models":[],"2357___cohen–grossberg neural network":[],"6727___hessian":[],"6654___standard defines":[],"10180___strongly challenging":[],"9395___phy (chip)":[],"10175___arachnoid spinal space":[],"9850___mathematical induction":[],"224___frw method":[],"1241___artificial neural network":[],"10367___discrete delays":[],"4832___34c25":[],"4485___core ontology ":[],"11162___quantum":[],"5338___numerical analysis":[],"10184___paper refers":[],"4139___global exponential stability":[],"6736___experiment":[],"5845___stochastic systems":[],"134___algorithm":[],"1386___computationally efficient":[]}
2007	5	{"1125___artificial neural network":[],"1134___lyapunov functional":["10405___distributed delays","3269___lag synchronization","1135___synchronization","1136___chaos"],"1130___neural network simulation":["1128___time-varying delays","10392___content-addressable memory","10391___bidirectional associative memory","10863___rate of convergence","3138___cohen–grossberg neural networks","1149___lyapunov fractal"],"1132___social inequality":[],"1126___linear matrix inequality":["1128___time-varying delays","9607___lyapunov–krasovskii functional"]}
2007	10	{"1125___artificial neural network":[],"1128___time-varying delays":[],"10392___content-addressable memory":[],"10391___bidirectional associative memory":[],"1135___synchronization":[],"1134___lyapunov functional":[],"1130___neural network simulation":["10863___rate of convergence","3138___cohen–grossberg neural networks","1149___lyapunov fractal"],"1132___social inequality":[],"1136___chaos":["3269___lag synchronization"],"1126___linear matrix inequality":["9607___lyapunov–krasovskii functional"]}
2007	20	{"1125___artificial neural network":[],"1128___time-varying delays":[],"128___velocity (software development)":[],"10392___content-addressable memory":[],"11136___multidimensional domains":[],"130___mathematical optimization":["5823___numerical analysis"],"10391___bidirectional associative memory":[],"1135___synchronization":[],"1134___lyapunov functional":[],"11133___estimating integrals":[],"5822___evolutionary algorithm":[],"11134___widely used":[],"127___particle swarm optimization":[],"11140___monte carlo":[],"1132___social inequality":[],"1126___linear matrix inequality":["9607___lyapunov–krasovskii functional"],"11138___scientific computation especially":[],"1130___neural network simulation":["10863___rate of convergence","1149___lyapunov fractal"],"1136___chaos":["3269___lag synchronization"],"3138___cohen–grossberg neural networks":[]}
2007	48	{"7783___experimental results":[],"1128___time-varying delays":[],"2270___fuzzy multi":[],"4736___substantially contribute":[],"10405___distributed delays":[],"128___velocity (software development)":[],"9607___lyapunov–krasovskii functional":[],"130___mathematical optimization":[],"10391___bidirectional associative memory":[],"2267___paper focuses":[],"5822___evolutionary algorithm":[],"11134___widely used":[],"127___particle swarm optimization":[],"4735___illegal trade":[],"10406___bidirectional associative memory neural networks":[],"5481___entry points":[],"1126___linear matrix inequality":[],"7755___lasalle invariance principle":[],"1149___lyapunov fractal":[],"7569___human colon":[],"11138___scientific computation especially":[],"4080___logarithmic domain computation":[],"1130___neural network simulation":[],"2268___fuzzy logic control":[],"4079___multiplier-less architecture":[],"10646___e systems":[],"1125___artificial neural network":[],"10392___content-addressable memory":[],"11136___multidimensional domains":[],"2272___mobility management":[],"3269___lag synchronization":[],"7756___mean square asymptotic stability":[],"1135___synchronization":[],"1134___lyapunov functional":[],"10863___rate of convergence":[],"11133___estimating integrals":[],"7570___endoscopic technique":[],"11140___monte carlo":[],"1132___social inequality":[],"5823___numerical analysis":[],"10648___varying delay":[],"3254___fuzzy rule":[],"5482___web forms":[],"7784___information retrieval":[],"1136___chaos":[],"3138___cohen–grossberg neural networks":[],"10645___varying delays":[],"3253___genetic algorithm":[]}
2008	5	{"1759___artificial neural network":["4926___biological neural networks","1770___lyapunov method"],"562___mathematical optimization":[],"564___social inequality":["3082___exponential"],"1762___linear matrix inequality":["561___numerical analysis","1782___neural networks","2660___lyapunov–krasovskii functional","2659___unbounded distributed delays","1771___global asymptotic stability","4915___exponential stability","4907___varying delays","1770___lyapunov method"],"1764___lyapunov fractal":[]}
2008	10	{"1759___artificial neural network":["4926___biological neural networks"],"9352___instance selection":[],"561___numerical analysis":[],"562___mathematical optimization":[],"564___social inequality":["3082___exponential"],"2556___interference (communication)":["2046___cognitive radio","2045___simulation","3146___user interface"],"559___algorithm":["3148___multi-user","3152___signal-to-interference-plus-noise ratio","3150___relay","3142___ici (programming language)","2555___throughput","3146___user interface","3144___systems architecture","560___computation"],"1762___linear matrix inequality":["1782___neural networks","2660___lyapunov–krasovskii functional","2659___unbounded distributed delays","1771___global asymptotic stability","4915___exponential stability","4907___varying delays"],"1770___lyapunov method":[],"1764___lyapunov fractal":[]}
2008	20	{"1759___artificial neural network":["4926___biological neural networks"],"9349___image scaling":[],"3152___signal-to-interference-plus-noise ratio":[],"3148___multi-user":[],"562___mathematical optimization":[],"3150___relay":[],"3146___user interface":[],"564___social inequality":[],"3144___systems architecture":[],"1762___linear matrix inequality":["1782___neural networks","2660___lyapunov–krasovskii functional","2659___unbounded distributed delays","1771___global asymptotic stability","4915___exponential stability","4907___varying delays"],"1764___lyapunov fractal":[],"9352___instance selection":[],"561___numerical analysis":[],"9350___selection algorithm":[],"3142___ici (programming language)":[],"2555___throughput":[],"2556___interference (communication)":["2046___cognitive radio","2045___simulation"],"559___algorithm":["560___computation"],"9354___subgroup discovery":[],"1770___lyapunov method":[]}
2008	90	{"1465___paper presents":[],"7362___s search query":[],"2660___lyapunov–krasovskii functional":[],"562___mathematical optimization":[],"7356___criteria according":[],"1771___global asymptotic stability":[],"3146___user interface":[],"6850___optical flow":[],"4912___distributed time":[],"1762___linear matrix inequality":[],"9352___instance selection":[],"5664___continuous optimization":[],"2530___multistability":[],"4926___biological neural networks":[],"7350___specified products":[],"7349___query server accesses":[],"7370___web pages located":[],"1470___task cluster":[],"3082___exponential":[],"1782___neural networks":[],"6924___wavelet transform":[],"3152___signal-to-interference-plus-noise ratio":[],"7255___domain ontology ":[],"2045___simulation":[],"6871___using eigen faces":[],"3144___systems architecture":[],"6920___dimension reduction":[],"11167___markov chain":[],"1466___advanced cross":[],"7364___product offering":[],"2046___cognitive radio":[],"7354___scored web pages":[],"9350___selection algorithm":[],"5680___enhancement technique constitutes":[],"4678___promising access network":[],"5682___color restoration":[],"6852___sparse matrix":[],"4677___access network selection":[],"7360___responsive web pages":[],"2556___interference (communication)":[],"10635___stochastic neural networks":[],"7665___concept lattice ":[],"9354___subgroup discovery":[],"1770___lyapunov method":[],"6874___face recognition":[],"5663___chaos theory":[],"9349___image scaling":[],"10636___time-varying delays":[],"5679___adaptive technique":[],"3148___multi-user":[],"3150___relay":[],"7366___scored based":[],"7368___search engine":[],"4910___matlab lmi toolbox":[],"6918___new wavelet":[],"6621___global optimization":[],"560___computation":[],"1764___lyapunov fractal":[],"10493___water distribution":[],"7358___locate pages":[],"5684___image enhancement based":[],"3142___ici (programming language)":[],"6872___face database":[],"10494___injected contaminant":[],"1759___artificial neural network":[],"6917___approximation coefficients":[],"6922___dynamic range compression":[],"2659___unbounded distributed delays":[],"6622___rate of convergence":[],"8132___femto cell":[],"564___social inequality":[],"4915___exponential stability":[],"6876___eigen faces":[],"7256___description logic ":[],"7352___crawler program":[],"8131___heterogeneous networks":[],"561___numerical analysis":[],"7670___formal context ":[],"7374___assists users":[],"6878___popular method":[],"2532___07.05.mh":[],"11168___markov decision process":[],"2529___89.75.kd":[],"2555___throughput":[],"7372___locating web pages":[],"4909___krasovskii functional":[],"4907___varying delays":[],"559___algorithm":[],"1468___lingual information access":[],"6849___pixel":[]}
2009	5	{"7896___hybrid learning algorithm":[],"3109___mathematical optimization":["3136___differential evolution"],"7890___stability analysis":[],"3131___particle swarm optimization":[],"7898___system identifier":[]}
2009	10	{"7882___adaptive neuro fuzzy inference system":[],"7896___hybrid learning algorithm":[],"3109___mathematical optimization":["7549___data mining ","8236___optimization problem","8228___rate of convergence","7892___anfis","3110___evolutionary algorithm","8225___global optimization","9304___reinforcement learning","8233___test suite","9302___3d modeling","7888___identification","3136___differential evolution","5561___disjunctive normal form","5563___fuzzy rule","7894___recursive least squares filter","9299___aliasing","7886___recursion","3133___algorithm"],"7900___simulation":[],"7890___stability analysis":[],"3131___particle swarm optimization":[],"7898___system identifier":[],"7904___machine learning":[],"7884___gradient descent":[],"7902___lyapunov fractal":[]}
2009	20	{"7882___adaptive neuro fuzzy inference system":[],"7896___hybrid learning algorithm":[],"7066___semantic filexa0…":[],"3109___mathematical optimization":[],"7068___manual entry":[],"7890___stability analysis":[],"7900___simulation":[],"7892___anfis":[],"3131___particle swarm optimization":[],"7070___semantic attributes allows":[],"7904___machine learning":[],"7902___lyapunov fractal":[],"7888___identification":[],"7894___recursive least squares filter":[],"7065___semantic attributes":[],"7074___attribute information":[],"7898___system identifier":[],"7886___recursion":[],"7884___gradient descent":[],"7078___semantic information":[]}
2009	74	{"9689___paper presents":[],"7896___hybrid learning algorithm":[],"3109___mathematical optimization":[],"3110___evolutionary algorithm":[],"3131___particle swarm optimization":[],"5351___34k14":[],"8414___significant information resource":[],"3313___web applications":[],"6641___linear matrix inequality":[],"9302___3d modeling":[],"8420___information discovery":[],"5672___05.45.vx":[],"3136___differential evolution":[],"8416___web crawlers":[],"9690___cognitive radios":[],"6996___biological neural networks":[],"5142___style algorithm":[],"7898___system identifier":[],"9299___aliasing":[],"100___frequency band":[],"5144___dual sparsity":[],"8409___new approach":[],"3314___web forums":[],"7549___data mining ":[],"9397___neural networks":[],"8236___optimization problem":[],"5354___lyapunov functional":[],"7890___stability analysis":[],"7900___simulation":[],"5146___margin markov network":[],"5671___05.45.xt":[],"7325___complex networks":[],"5537___blog network":[],"9304___reinforcement learning":[],"8422___conventional web search":[],"99___cognitive radio":[],"5674___05.45.gg":[],"116___interference (communication)":[],"7065___semantic attributes":[],"7074___attribute information":[],"5352___92b20":[],"9398___lyapunov method":[],"5353___distributed delay":[],"7066___semantic filexa0…":[],"7068___manual entry":[],"6893___visual quality":[],"7070___semantic attributes allows":[],"7904___machine learning":[],"8225___global optimization":[],"7902___lyapunov fractal":[],"5561___disjunctive normal form":[],"8412___kosmix approach":[],"8418___inhospitable region":[],"5140___desirable property":[],"7884___gradient descent":[],"7078___semantic information":[],"6995___artificial neural network":[],"7882___adaptive neuro fuzzy inference system":[],"8410___deep web":[],"11579___frequency allocation":[],"7072___improved organization":[],"8228___rate of convergence":[],"7892___anfis":[],"5139___real data sets":[],"6642___social inequality":[],"8233___test suite":[],"7888___identification":[],"7076___automatically generated":[],"5563___fuzzy rule":[],"7894___recursive least squares filter":[],"5538___information diffusion":[],"6894___digital images captured":[],"7886___recursion":[],"3133___algorithm":[]}
2010	5	{"1338___cognitive radio":["1490___height above ground level","2543___scheduling (computing)","5531___game theory","3448___network congestion","9586___real-time transcription","4728___overhead (computing)","1489___spectrum analyzer","470___centralized computing","3446___context awareness","3450___operating environment"],"402___multi-agent system":[],"406___interference (communication)":[],"408___algorithm":["119___numerical analysis","10207___decision tree","404___coexist (image)","401___self-organization","9362___stationary process","2845___data mining","118___mathematical optimization","117___particle swarm optimization","470___centralized computing","2846___machine learning"],"414___reinforcement learning":["401___self-organization","2543___scheduling (computing)","3448___network congestion","8718___cognition","1337___simulation","3450___operating environment","422___action selection"]}
2010	10	{"412___programming paradigm":[],"1338___cognitive radio":["1490___height above ground level","2543___scheduling (computing)","3448___network congestion","5531___game theory","470___centralized computing","1489___spectrum analyzer","3446___context awareness","3450___operating environment"],"410___whole earth \u0027lectronic link":[],"416___rate of convergence":[],"402___multi-agent system":[],"406___interference (communication)":["4013___channel capacity","1337___simulation","7001___iterative method"],"408___algorithm":["119___numerical analysis","10207___decision tree","2845___data mining","118___mathematical optimization","117___particle swarm optimization","2846___machine learning"],"414___reinforcement learning":["404___coexist (image)","2543___scheduling (computing)","437___numerous","419___real-time clock","3448___network congestion","8718___cognition","9586___real-time transcription","1337___simulation","3450___operating environment","9362___stationary process","4728___overhead (computing)","4012___interaction","3446___context awareness"],"418___q-learning":[],"624___linear matrix inequality":["623___artificial neural network","4305___analysis technique","7834___systems biology","5379___genetic regulatory networks","1728___neural networks","5377___lyapunov–krasovskii functional","5808___lyapunov functional","10614___global asymptotic stability","5806___time complexity","3256___social inequality","10365___complex network","7836___gene regulatory network","5812___lyapunov fractal","5809___global exponential stability","7830___multistability","1725___neutral type"]}
